id_hecho,N_VICTIMAS,FECHA,HORA,TIPO_DE_CALLE,Dirección Normalizada,COMUNA,pos x,pos y,VICTIMA,ACUSADO
2016-0170,1,12/19/2016,17:10:00,GRAL PAZ,"PAZ, GRAL. AV. 4500",12,-58.50598256,-34.56379980,MOTO,AUTO
2016-0171,1,12/25/2016,19:00:00,AUTOPISTA,"HUERGO, ING. AV. y AUTOPISTA 25 DE MAYO",1,-58.36607137,-34.62150748,MOTO,MOTO
2016-0172,1,12/26/2016,8:00:00,AVENIDA,"GARAY, JUAN DE AV. y CASTRO",5,-58.41918902,-34.63174259,MOTO,CARGAS
2016-0173,1,12/26/2016,19:52:00,AVENIDA,DIRECTORIO AV. y SAN PEDRITO AV.,7,-58.46749188,-34.63551751,MOTO,CARGAS
2016-0174,1,12/27/2016,0:00:00,AUTOPISTA,AUTOPISTA 25 DE MAYO,0,.,.,MOTO,AUTO
2016-0175,1,12/27/2016,8:15:00,CALLE,"FALCON, RAMON L.,CNEL. y MEMBRILLAR",7,-58.46064174,-34.62960517,PEATON,BICICLETA
2016-0176,1,12/28/2016,1:41:00,AVENIDA,BELGRANO AV. y PASEO COLON AV.,1,-58.36956186,-34.61232875,MOTO,PASAJEROS
2016-0177,1,12/29/2016,4:00:00,CALLE,ARENALES 3319,14,-58.40966671,-34.58788235,PEATON,AUTO
2016-0178,1,12/30/2016,16:18:00,CALLE,REPUBLICA BOLIVARIANA DE VENEZUELA y SAAVEDRA,3,-58.40288226,-34.61544091,PEATON,MULTIPLE
2017-0001,1,1/2/2017,1:00:00,AVENIDA,"JUSTO, JUAN B. AV. y ACHUPALLAS",11,-58.46594230,-34.61028571,MOTO,CARGAS
2017-0003,1,1/5/2017,3:10:00,AVENIDA,OLAVARRIA y VELEZ SARSFIELD AV.,4,-58.38957669,-34.64410277,CARGAS,CARGAS
2017-0007,1,1/11/2017,17:00:00,CALLE,LIMA y MEXICO,1,-58.38161660,-34.61529543,PEATON,MULTIPLE
2017-0008,1,1/16/2017,0:40:00,CALLE,"CABRERA, JOSE A. y BONPLAND",14,-58.43917004,-34.58494351,MOTO,PASAJEROS
2017-0009,1,1/16/2017,13:56:00,AUTOPISTA,AUTOPISTA 25 DE MAYO y BOEDO AV.,5,-58.41595919,-34.62743346,MOTO,CARGAS
2017-0010,1,1/16/2017,16:30:00,AVENIDA,DIRECTORIO AV. y RIGLOS,6,-58.43564880,-34.62828656,MOTO,AUTO
2017-0011,1,1/22/2017,2:30:00,GRAL PAZ,"PAZ, GRAL. AV. y BALBIN, RICARDO, DR. AV.",12,-58.50073810,-34.54979510,MOTO,OBJETO FIJO
2017-0012,1,1/24/2017,14:00:00,CALLE,"TRAFUL y TABORDA, DIOGENES",4,-58.40969005,-34.65055290,MOTO,CARGAS
2017-0013,1,1/27/2017,7:00:00,AVENIDA,"IRIARTE, GRAL. AV. 3055",4,-58.38972622,-34.65098981,PEATON,CARGAS
2017-0014,1,1/28/2017,8:27:34,AVENIDA,DONADO y ARIAS,12,-58.49185972,-34.55046754,MOTO,MULTIPLE
2017-0015,1,2/2/2017,15:18:03,AVENIDA,CORDOBA AV. y CALLAO AV.,2,-58.39293417,-34.59963642,PEATON,AUTO
2017-0016,1,2/3/2017,5:12:21,AUTOPISTA,AUTOPISTA 25 DE MAYO KM. 8.3,1,-58.38099494,-34.62288231,MOTO,CARGAS
2017-0017,1,2/6/2017,8:00:00,AVENIDA,"JUSTO, JUAN B. AV. y PARAGUAY",14,-58.42901200,-34.58095431,MOTO,AUTO
2017-0018,1,2/9/2017,7:00:00,GRAL PAZ,"PAZ, GRAL. AV. y DE LOS CORRALES AV.",9,-58.50877521,-34.66977709,MOTO,AUTO
2017-0021,1,2/18/2017,5:30:00,CALLE,SARMIENTO y LIBERTAD,1,-58.38362373,-34.60509972,MOTO,PASAJEROS
2017-0024,1,2/23/2017,20:50:00,AVENIDA,RIVADAVIA AV. 7121,7,-58.46589308,-34.62955795,PEATON,PASAJEROS
2017-0025,1,2/24/2017,17:05:00,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. y RIVERA INDARTE AV.",7,-58.43614426,-34.65424640,MOTO,AUTO
2017-0026,2,2/26/2017,5:15:00,AVENIDA,"MORENO, PERITO AV. y FOURNIER",4,-58.41842777,-34.64979057,AUTO,OBJETO FIJO
2017-0027,1,2/26/2017,21:57:00,AVENIDA,CASEROS AV. 1429,1,-58.38332245,-34.63193250,PEATON,AUTO
2017-0028,1,2/28/2017,9:20:00,AVENIDA,GAONA AV. y FRAGATA PRES. SARMIENTO,6,-58.45475488,-34.61196327,PEATON,AUTO
2017-0029,1,3/7/2017,2:15:00,CALLE,MOZART y TANDIL,9,-58.48501341,-34.64742455,MOTO,AUTO
2017-0030,1,3/7/2017,8:00:00,AVENIDA,MOZART y AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,9,-58.47010988,-34.65872088,AUTO,PASAJEROS
2017-0031,1,3/11/2017,1:30:00,CALLE,24 DE NOVIEMBRE y PAVON,3,-58.40997560,-34.62873635,AUTO,OBJETO FIJO
2017-0032,1,3/12/2017,5:00:00,GRAL PAZ,"PAZ, GRAL. AV. y LOS CEDROS",8,-58.48892175,-34.68359163,AUTO,AUTO
2017-0033,1,3/12/2017,7:30:00,GRAL PAZ,"PAZ, GRAL. AV. y GUTIERREZ, RICARDO",11,-58.52466448,-34.60325478,AUTO,AUTO
2017-0034,1,3/13/2017,7:50:00,CALLE,GODOY CRUZ 2651,14,-58.42554218,-34.57929036,PEATON,AUTO
2017-0035,3,3/23/2017,5:00:00,AVENIDA,"ACHAVAL RODRIGUEZ, T., DR. AV. y VILLAFLOR, AZUCENA",1,-58.35881506,-34.61113641,AUTO,OBJETO FIJO
2017-0036,2,3/29/2017,18:00:00,GRAL PAZ,"PAZ, GRAL. AV. y CAMPANA",12,-58.51452347,-34.58159762,MOTO,PASAJEROS
2017-0037,1,3/31/2017,3:00:00,AVENIDA,"INDEPENDENCIA AV. y CEVALLOS, VIRREY",1,-58.38896772,-34.61799615,MOTO,CARGAS
2017-0038,1,4/1/2017,19:00:00,AVENIDA,CASTAÃ‘ARES AV. y LAUTARO,7,-58.44516857,-34.64363363,MOTO,AUTO
2017-0040,1,4/3/2017,9:40:00,AVENIDA,"GUIRALDES, INT. 2699",13,-58.43834197,-34.54560369,AUTO,MULTIPLE
2017-0041,1,4/3/2017,23:15:00,CALLE,"FERNANDEZ MORENO, BALDOMERO 2186",7,-58.45485084,-34.63531854,MOTO,AUTO
2017-0042,1,4/10/2017,9:00:00,GRAL PAZ,"LUGONES, LEOPOLDO AV.",14,.,.,MOTO,CARGAS
2017-0045,1,4/14/2017,6:15:00,CALLE,NOGOYA 5940,10,-58.52449285,-34.62454175,MOTO,OBJETO FIJO
2017-0047,1,4/23/2017,6:30:00,AVENIDA,ARGENTINA AV. y CORVALAN,8,-58.46713742,-34.67198790,MOTO,AUTO
2017-0049,1,4/27/2017,18:16:00,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. y VARELA AV.",8,-58.43850413,-34.65554754,PEATON,PASAJEROS
2017-0050,2,4/28/2017,11:08:08,AUTOPISTA,AU PERITO MORENO Y RAMAL ENLACE AU1/AU6,9,.,.,MOTO,CARGAS
2017-0051,1,5/1/2017,3:47:47,AUTOPISTA,AU DELLEPIANE 2400,7,.,.,AUTO,AUTO
2017-0052,1,5/5/2017,3:40:00,GRAL PAZ,"PAZ, GRAL. AV. y GOLETA SANTA CRUZ",8,-58.49413799,-34.68095739,PEATON,CARGAS
2017-0053,1,5/5/2017,20:16:22,CALLE,VIEYTES y VILLARINO,4,-58.37547846,-34.65326075,MOTO,CARGAS
2017-0054,1,5/7/2017,21:00:00,AVENIDA,"DE LOS CONSTITUYENTES AV. y MORAN, PEDRO",15,-58.48680218,-34.58689719,MOTO,AUTO
2017-0055,1,5/9/2017,8:30:00,AVENIDA,DE LOS CONSTITUYENTES AV. 4900,12,-58.49563989,-34.57962262,AUTO,AUTO
2017-0058,1,5/9/2017,23:10:00,AVENIDA,CORDOBA AV. y LIBERTAD,1,-58.38403232,-34.59915940,PEATON,MOTO
2017-0059,1,5/11/2017,9:24:00,CALLE,BRASIL y LIMA,1,-58.38223382,-34.62693865,PEATON,PASAJEROS
2017-0060,1,5/13/2017,7:20:00,AVENIDA,"ESCALADA AV. y FERNANDEZ DE LA CRUZ, F., GRAL. AV.",8,-58.45966521,-34.67323292,MOTO,OBJETO FIJO
2017-0061,1,5/15/2017,13:29:30,AVENIDA,PARAGUAY y CALLAO AV.,2,-58.39303911,-34.59871111,PEATON,MOTO
2017-0062,1,5/15/2017,16:00:00,AVENIDA,"JUSTO, JUAN B. AV. y SAN BLAS",10,-58.51262106,-34.63395999,MOTO,CARGAS
2017-0063,1,5/17/2017,10:13:00,AVENIDA,CHILE y 9 DE JULIO AV.,1,-58.38118367,-34.61646839,PEATON,PASAJEROS
2017-0064,1,5/20/2017,5:00:00,CALLE,"MAIPU y PERON, JUAN DOMINGO, TTE. GENERAL",1,-58.37653284,-34.60582475,CARGAS,AUTO
2017-0065,1,5/22/2017,16:00:00,AVENIDA,SUAREZ AV. y HERRERA,4,-58.37709334,-34.64035082,BICICLETA,CARGAS
2017-0066,1,5/22/2017,18:10:00,AVENIDA,SAN MARTIN AV. y FRAGATA PRES. SARMIENTO,15,-58.46002142,-34.60409469,PEATON,PASAJEROS
2017-0067,1,5/23/2017,2:45:00,AVENIDA,"DIRECTORIO AV. y MORENO, JOSE MARIA AV.",6,-58.43381970,-34.62801894,MOTO,CARGAS
2017-0068,1,5/27/2017,19:50:00,AVENIDA,"RABANAL, FRANCISCO, INTENDENTE AV. 2950",8,-58.43580656,-34.66437532,MOTO,OBJETO FIJO
2017-0069,1,5/24/2017,14:15:00,GRAL PAZ,"PAZ, GRAL. AV. y SCHMIDL, ULRICO",9,-58.52173071,-34.65997463,MOTO,AUTO
2017-0070,1,5/30/2017,13:20:00,CALLE,NUEVA YORK 3696,11,-58.50791763,-34.59804273,PEATON,AUTO
2017-0072,1,6/3/2017,23:20:00,AVENIDA,DE LOS CONSTITUYENTES AV. y VALLEJOS,12,-58.49175088,-34.58226957,AUTO,AUTO
2017-0073,1,6/4/2017,9:00:00,AVENIDA,CORRIENTES AV. y ECUADOR,3,-58.40781467,-34.60425669,MOTO,AUTO
2017-0074,1,6/4/2017,12:50:00,CALLE,CASCO 133,9,-58.52567073,-34.63787791,MOTO,AUTO
2017-0075,1,6/12/2017,22:38:00,AVENIDA,DE MAYO AV. y 9 DE JULIO AV.,1,-58.38154200,-34.60906385,PEATON,MOTO
2017-0076,1,6/13/2017,14:50:00,AVENIDA,"CASTILLO, RAMON S., PRES. AV. y CALLE 12 (NO OFICIAL)",2,-58.38526125,-34.57805810,PEATON,CARGAS
2017-0077,1,6/17/2017,23:45:00,CALLE,FRAY JUSTO SANTAMARIA DE ORO 1930,14,-58.42934104,-34.58451712,MOTO,CARGAS
2017-0079,1,6/19/2017,16:26:00,CALLE,MEXICO y DEAN FUNES,3,-58.40657493,-34.61781124,MOTO,CARGAS
2017-0080,1,6/22/2017,10:15:00,AVENIDA,"ALBERDI, JUAN BAUTISTA AV. y ESCALADA AV.",9,-58.49525314,-34.64487785,PEATON,CARGAS
2017-0082,1,6/25/2017,22:40:00,AVENIDA,ENTRE RIOS AV. y BRASIL,4,-58.39092851,-34.62932696,PEATON,AUTO
2017-0083,1,7/4/2017,0:25:00,AVENIDA,"ALBERDI, JUAN BAUTISTA AV. y GUARDIA NACIONAL",9,-58.49603546,-34.64564271,MOTO,CARGAS
2017-0084,1,7/5/2017,12:49:00,AVENIDA,DEL LIBERTADOR AV. y RODRIGUEZ PEÃ‘A,2,-58.38502878,-34.58703485,PEATON,PASAJEROS
2017-0085,1,7/7/2017,14:15:00,AVENIDA,"TACUARI y GARCIA, MARTIN AV.",4,-58.37261143,-34.63150425,PEATON,PASAJEROS
2017-0086,1,7/9/2017,7:30:00,AVENIDA,RIVADAVIA AV. y MURGUIONDO,9,-58.51876802,-34.63905965,PEATON,MOTO
2017-0087,1,7/10/2017,10:45:00,CALLE,24 DE NOVIEMBRE 390,3,-58.41095567,-34.61516101,PEATON,AUTO
2017-0088,1,7/10/2017,22:30:00,AVENIDA,PASEO COLON AV. y BRASIL AV.,1,-58.36797542,-34.62519403,PEATON,PASAJEROS
2017-0089,1,7/13/2017,12:05:00,CALLE,"LEGUIZAMON, MARTINIANO 901",9,-58.51514709,-34.64787051,MOTO,AUTO
2017-0090,1,7/15/2017,5:15:00,GRAL PAZ,"CHIVILCOY AV. y PAZ, GRAL. AV.",11,-58.51925642,-34.59171721,PEATON,AUTO
2017-0091,1,7/15/2017,13:00:00,GRAL PAZ,"SUPERI y PAZ, GRAL. AV.",12,-58.48671535,-34.54321216,MOTO,AUTO
2017-0092,1,7/24/2017,22:16:01,AUTOPISTA,AUTOPISTA 25 DE MAYO y AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,1,-58.38268809,-34.62282019,PEATON,AUTO
2017-0093,1,7/25/2017,16:48:40,AUTOPISTA,"LUGONES, LEOPOLDO AV. y PUENTE DISTRIBUIDOR SCALABRINI ORTIZ",13,-58.43633522,-34.54966288,PEATON,AUTO
2017-0094,1,7/27/2017,8:50:00,CALLE,"HUGO, VICTOR 2639",10,-58.52640838,-34.61765855,BICICLETA,CARGAS
2017-0095,1,8/6/2017,8:00:00,AVENIDA,"CORDOBA AV. y SALGUERO, JERONIMO",14,-58.41894306,-34.59778875,MOTO,AUTO
2017-0096,1,8/7/2017,19:50:00,AVENIDA,CABILDO AV. y NUÃ‘EZ,13,-58.46756026,-34.54972741,PEATON,PASAJEROS
2017-0098,1,8/8/2017,12:10:00,CALLE,"BONIFACIO, JOSE 2114",7,-58.45715752,-34.63132912,PEATON,AUTO
2017-0099,1,8/17/2017,19:45:00,AVENIDA,"FIGUEROA ALCORTA, PRES. AV. 5400",14,-58.42406784,-34.56213916,BICICLETA,AUTO
2017-0100,1,8/21/2017,7:45:00,CALLE,REPUBLICA BOLIVARIANA DE VENEZUELA 2135,3,-58.39674470,-34.61512051,MOTO,OBJETO FIJO
2017-0101,1,8/23/2017,10:00:00,AVENIDA,"LACROZE, FEDERICO AV. y ZAPATA",13,-58.44537508,-34.57084818,PEATON,MULTIPLE
2017-0102,1,8/24/2017,1:10:00,AVENIDA,"IRIARTE, GRAL. AV. y ZAVALETA",4,-58.40056767,-34.65107080,PEATON,CARGAS
2017-0104,1,8/25/2017,9:00:00,AVENIDA,9 DE JULIO AV. y ESTADOS UNIDOS,1,-58.38109568,-34.61853244,PEATON,CARGAS
2017-0106,1,8/31/2017,19:50:00,CALLE,FRAY JUSTO SANTAMARIA DE ORO y GUEMES,14,-58.42533612,-34.58035258,PEATON,PASAJEROS
2017-0107,1,9/1/2017,11:30:00,AVENIDA,DEL LIBERTADOR AV. y JARAMILLO,13,-58.46062311,-34.54395182,MOTO,CARGAS
2017-0108,2,9/2/2017,4:53:08,GRAL PAZ,"PAZ, GRAL. AV. y MACHAIN",12,-58.49491054,-34.54795581,OBJETO FIJO,AUTO
2017-0109,1,9/4/2017,21:00:00,AVENIDA,DIRECTORIO AV. y PORTELA,7,-58.47130269,-34.63665402,MOTO,AUTO
2017-0110,1,9/6/2017,14:15:00,AVENIDA,"LAVALLE y ALEM, LEANDRO N. AV.",1,-58.37048800,-34.60189492,PEATON,PASAJEROS
2017-0111,1,9/7/2017,18:23:37,CALLE,USPALLATA y PIROVANO,4,-58.42023854,-34.64234110,PEATON,CARGAS
2017-0112,2,9/10/2017,9:32:17,AUTOPISTA,AUTOPISTA 25 DE MAYO y VARELA AV.,7,-58.45807401,-34.63997430,AUTO,OBJETO FIJO
2017-0113,1,9/11/2017,6:30:00,AVENIDA,SANTA FE AV. y MAIPU,1,-58.37697717,-34.59573848,PEATON,PASAJEROS
2017-0114,1,9/15/2017,2:30:00,AVENIDA,ALVEAR AV. y DEL LIBERTADOR AV.,2,-58.39100580,-34.58498660,AUTO,OBJETO FIJO
2017-0115,1,9/19/2017,18:52:33,AVENIDA,PAVON AV. y TREINTA Y TRES ORIENTALES,5,-58.42182126,-34.63089661,MOTO,BICICLETA
2017-0116,1,9/20/2017,22:24:00,GRAL PAZ,"PAZ, GRAL. AV. 5750",12,-58.51389422,-34.58075791,MOTO,OBJETO FIJO
2017-0118,1,9/22/2017,7:02:09,AVENIDA,"VIEYTES y CRUZ, OSVALDO AV.",4,-58.37585415,-34.65232158,MOTO,AUTO
2017-0120,1,10/2/2017,15:55:33,AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL. y ESCALADA AV.,9,-58.47297505,-34.66245085,MOTO,CARGAS
2017-0123,1,10/10/2017,1:05:38,AVENIDA,ALBARIÃ‘O y ARGENTINA AV.,8,-58.46855503,-34.67216349,PEATON,AUTO
2017-0124,1,10/12/2017,14:40:28,CALLE,"RAMIREZ DE VELASCO, JUAN 1211",15,-58.44254033,-34.59185043,MOTO,PASAJEROS
2017-0125,1,10/13/2017,6:12:20,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. y LARRAYA",8,-58.46622247,-34.67926929,MOTO,OBJETO FIJO
2017-0126,2,10/14/2017,6:15:00,AVENIDA,RIESTRA AV. y CAÃ‘ADA DE GOMEZ,8,-58.48003734,-34.68148508,AUTO,OBJETO FIJO
2017-0127,1,10/16/2017,7:45:00,AVENIDA,GALLO y CORDOBA AV.,2,-58.41192137,-34.59800248,MOTO,MOTO
2017-0128,1,10/17/2017,12:30:00,CALLE,"ARANGUREN, JUAN F., DR. 611",6,-58.44034689,-34.61349731,PEATON,PASAJEROS
2017-0129,1,10/26/2017,19:15:15,AUTOPISTA,AUTOPISTA PERITO MORENO y AUTOPISTA 25 DE MAYO,9,-58.47155277,-34.64925746,MOTO,PASAJEROS
2017-0130,1,10/27/2017,5:30:00,AVENIDA,CHORROARIN y SAN MARTIN AV.,15,-58.47883099,-34.59967065,AUTO,CARGAS
2017-0132,1,10/30/2017,14:00:00,AVENIDA,"COSQUIN y ROCA, CNEL. AV.",8,-58.46552171,-34.69374130,MOTO,PASAJEROS
2017-0134,1,11/6/2017,18:00:00,AVENIDA,"ROCA, CNEL. AV. 3555",8,-58.44239720,-34.66777987,PEATON,PASAJEROS
2017-0135,1,11/7/2017,12:14:10,AVENIDA,WARNES AV. y PUNTA ARENAS,15,-58.47032551,-34.59626814,MOTO,CARGAS
2017-0136,1,11/16/2017,8:43:00,AVENIDA,"BARCO CENTENERA DEL y RABANAL, FRANCISCO, INTENDENTE AV.",4,-58.41827843,-34.65522746,PEATON,PASAJEROS
2017-0137,1,11/17/2017,11:45:00,AVENIDA,MOSCONI GENERAL AV. y SAN NICOLAS,11,-58.51280715,-34.59279388,PEATON,CARGAS
2017-0138,1,11/19/2017,10:30:00,AVENIDA,"LAFUENTE AV. y PERON, EVA AV.",7,-58.46258582,-34.64385704,MOTO,OBJETO FIJO
2017-0139,1,11/19/2017,22:30:00,AVENIDA,"ROCA, CNEL. AV. y ESCALADA AV.",8,-58.45064148,-34.68003614,AUTO,OBJETO FIJO
2017-0140,1,11/19/2017,23:22:17,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,4,.,.,MOTO,PASAJEROS
2017-0141,1,11/23/2017,19:45:00,AVENIDA,"LA PLATA AV. y GOYENA, PEDRO AV.",6,-58.42717783,-34.62513374,PEATON,PASAJEROS
2017-0143,1,11/25/2017,21:45:00,CALLE,"TRELLES, MANUEL R. y DIAZ, CESAR, GRAL.",11,-58.46442001,-34.60724519,AUTO,PASAJEROS
2017-0144,1,11/26/2017,6:45:00,GRAL PAZ,"ROCA, CNEL. AV. y PAZ, GRAL. AV.",8,-58.47064556,-34.69843756,AUTO,OBJETO FIJO
2017-0145,1,11/26/2017,17:05:00,CALLE,MAZA y DON BOSCO,5,-58.41677733,-34.61223119,MOTO,AUTO
2017-0147,1,11/28/2017,11:15:00,GRAL PAZ,"PAZ, GRAL. AV. y PERON, EVA AV.",9,-58.50251790,-34.67450313,MOTO,AUTO
2017-0148,1,11/29/2017,10:45:00,AVENIDA,SAN JUAN AV. y LA RIOJA,3,-58.40708125,-34.62438894,PEATON,PASAJEROS
2017-0149,1,11/30/2017,12:20:00,AVENIDA,PASEO COLON AV. y MEXICO,1,-58.36947198,-34.61477051,PEATON,PASAJEROS
2017-0150,1,12/4/2017,1:15:00,AVENIDA,RIVADAVIA AV. y MIRALLA,9,-58.51140889,-34.63934531,PEATON,AUTO
2017-0151,1,12/4/2017,2:15:00,CALLE,VIEYTES y LUJAN,4,-58.37460912,-34.65559133,PEATON,PASAJEROS
2017-0152,1,12/6/2017,17:30:00,CALLE,CACHI y TRAFUL,4,-58.41146277,-34.65073916,BICICLETA,PASAJEROS
2017-0153,2,12/11/2017,2:00:00,AVENIDA,ROSARIO y LA PLATA AV.,6,-58.42855267,-34.61829385,MOTO,PASAJEROS
2017-0154,1,12/11/2017,9:15:00,AVENIDA,ENTRE RIOS AV. y CASEROS AV.,4,-58.39035581,-34.63412287,PEATON,PASAJEROS
2017-0155,1,12/12/2017,21:25:41,AVENIDA,RIVADAVIA AV. 6350,7,-58.45593915,-34.62656868,MOTO,MOTO
2017-0157,1,12/17/2017,9:02:00,GRAL PAZ,"PAZ, GRAL. AV. y HUMAITA",9,-58.52866211,-34.64597065,AUTO,PASAJEROS
2017-0158,1,12/18/2017,21:30:00,GRAL PAZ,"GUALEGUAYCHU y PAZ, GRAL. AV.",11,-58.52037476,-34.59407024,MOTO,AUTO
2017-0159,1,12/20/2017,4:31:27,AVENIDA,"INDEPENDENCIA AV. y CEVALLOS, VIRREY",1,-58.38896772,-34.61799615,MOTO,AUTO
2017-0160,1,12/22/2017,13:15:00,AVENIDA,NAZCA AV. 365,7,-58.47074114,-34.62771756,PEATON,MOTO
2017-0161,1,12/26/2017,15:30:00,AVENIDA,"PERON, EVA AV. 5249",9,-58.48200819,-34.65969965,PEATON,AUTO
2018-0001,1,1/1/2018,22:50:00,AVENIDA,SAN JUAN AV. y RINCON,3,-58.39536773,-34.62297346,PEATON,MOTO
2018-0002,1,1/3/2018,16:40:00,CALLE,PERU 937,1,-58.37456088,-34.61895467,BICICLETA,PASAJEROS
